SiteNumber,CollectionDate,StartTime,SampleTypeCode,SiteName,CollectionYear,CollectionMonth,CollectionDayOfYear,BioDataTaxonName,BioDataShortName,BenchTaxonName,BenchTaxonNameReferenceCode,BenchTaxonNADEDID,NumberOfCellsCounted,NumDiaCellsCounted_LiveOrDead,ProportionExamined,NormalizedCellCount,AdjLabCount,BiovolumePerCell_um3,BiovolumePerCellMethod,TaxonRecordSource,IdentificationEntity,LabTaxonID,PublishedTaxonNameLevel,PublishedTaxonName,PublishedTaxonNameAuthority,ScientificName,Group,AlgalGroup,Phylum,Class,Order,Family,Genus,Species,Variety,Form,TaxonVersionNumber
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Gongrosira,GOG,Gongrosira sp.,,401000,91,,1.50195E-05,91,6058790,1212.758649,taxon average,Academy of Natural Sciences of Drexel University,ANSP,401000,Genus,Gongrosira,,Gongrosira,N,Green Algae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Gongrosira,,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Adlafia drouetiana,,Adlafia drouetiana,Metzeltin and L-B 1998 Pl 86 Fig 14-19,,,3,1.50195E-05,1,57446,282.1398,taxon average,Academy of Natural Sciences of Drexel University,ANSP,204017,Species,Adlafia drouetiana,,Adlafia drouetiana,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Adlafia,Adlafia drouetiana,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Achnanthidium minutissimum,AHminuti,Achnanthidium minutissimum,KandL-B 2/4 Pl 32 Fig 1-9,1010,,303,1.50195E-05,87,5802044,35.52477702,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1010,Species,Achnanthidium minutissimum,(KŸtzing) Czarnecki,Achnanthidium minutissimum (KŸtzing) Czarnecki,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium minutissimum,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Achnanthidium deflexum,Ahdeflex,Achnanthidium deflexum,PotapovaandPonader2004 Figs 51-71,1038,,8,1.50195E-05,2,153189,74.67968167,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1038,Species,Achnanthidium deflexum,(Reimer) Kingston,Achnanthidium deflexum (Reimer) Kingston,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium deflexum,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Achnanthidium rivulare,Ahrivula,Achnanthidium rivulare,PotapovaandPonader2004 Fig 1-18,1036,,237,1.50195E-05,68,4538233,51.59938145,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1036,Species,Achnanthidium rivulare,Potapova and Ponader,Achnanthidium rivulare Potapova and Ponader,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium rivulare,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Cocconeis placentula,CCplacen,Cocconeis placentula,KandL-B 2/4 Pl 51 Fig 1-5,16004,,1,1.50195E-05,0,19149,591.8465861,taxon average,Academy of Natural Sciences of Drexel University,ANSP,16004,Species,Cocconeis placentula,Ehrenberg,Cocconeis placentula Ehrenberg,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Cocconeis,Cocconeis placentula,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Phormidium,PHO,Phormidium sp.,,890025,77,,1.50195E-05,77,5126669,83.02083104,taxon average,Academy of Natural Sciences of Drexel University,ANSP,890025,Genus,Phormidium,,Phormidium,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Fragilaria capucina var. gracilis,FRcapgra,Fragilaria capucina var. gracilis,KandL-B 2/3 Pl 110 Fig 8-12,34098,,1,1.50195E-05,0,19149,79.40501872,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34098,Variety,Fragilaria capucina var. gracilis,(¯strup) Hustedt,Fragilaria capucina var. gracilis (¯strup) Hustedt,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria capucina,Fragilaria capucina var. gracilis,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Fragilaria perminuta,FRpermin,Fragilaria capucina var. perminuta,KandL-B 2/3 Pl 109 Fig 1-5,34155,,9,1.50195E-05,3,172338,252.8407052,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34155,Species,Fragilaria perminuta,(Grunow) Lange-Bertalot,Fragilaria perminuta (Grunow) Lange-Bertalot,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria perminuta,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Achnanthidium jackii,ACjack,Achnanthidium jackii,KandL-B 2/4 Pl 32 Fig 31-41,,,22,1.50195E-05,6,421271,61.16790476,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1057,Species,Achnanthidium jackii,Rabenhorst,Achnanthidium jackii Rabenhorst,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium jackii,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Undetermined Cyanophyte,,Unknown Cyanophyte (colonial coccoid),,948033,61,,1.50195E-05,61,4061387,5588.299892,taxon average,Academy of Natural Sciences of Drexel University,ANSP,948033,Class,Myxophyceae,,Myxophyceae,N,Blue-Green Algae,Cyanophyta,Myxophyceae,,,,,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Tapinothrix janthina,TAPjanth,Tapinothrix janthina,Johansen etal 2011 Fig 2 a-f,,934,,1.50195E-05,934,62185825,11.82153875,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1708004,Species,Tapinothrix janthina,(Bornet and Flahault) Starmach,Tapinothrix janthina (Bornet and Flahault) Starmach,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Pseudanabaenaceae,Homoeothrix,Tapinothrix janthina,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Achnanthidium altergracillima,AHalterg,Achnanthidium altergracillima,PonaderandPotap2007 Pl 4 Fig 1-10,1012,,2,1.50195E-05,1,38297,42.75160004,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1012,Species,Achnanthidium altergracillima,(Lange-Bertalot) Round and Bukhtiyarova,Achnanthidium altergracillima (Lange-Bertalot) Round and Bukhtiyarova,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium altergracillima,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Planothidium frequentissimum,PTfreq,Planothidium frequentissimum,KandL-B 2/4 Pl 44 Fig 1-38,155017,,3,1.50195E-05,1,57446,97.65364726,taxon average,Academy of Natural Sciences of Drexel University,ANSP,155017,Species,Planothidium frequentissimum,(Lange-Bertalot) Lange-Bertalot,Planothidium frequentissimum (Lange-Bertalot) Lange-Bertalot,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,Planothidium frequentissimum,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Nitzschia recta,NIrecta,Nitzschia recta,KandL-B 2/2 Pl 12 Fig 2-6,48029,,3,1.50195E-05,1,57446,4403.092429,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48029,Species,Nitzschia recta,Hantzsch ex Rabenhorst,Nitzschia recta Hantzsch ex Rabenhorst,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia recta,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Brachysira microcephala,BRmicroc,Brachysira microcephala,Lange-B and Moser 1994 Pl 5 Fig 1-35 Pl 17 Fig 7-11 Pl 32 Fig,18013,,5,1.50195E-05,1,95743,118.3207365,taxon average,Academy of Natural Sciences of Drexel University,ANSP,18013,Species,Brachysira microcephala,(KŸtzing) Compre,Brachysira microcephala (KŸtzing) Compre,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira microcephala,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Leptolyngbya,LEL,Leptolyngbya sp.,,863016,65,,1.50195E-05,65,4327707,5.445100815,taxon average,Academy of Natural Sciences of Drexel University,ANSP,863016,Genus,Leptolyngbya,,Leptolyngbya,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Pseudanabaenaceae,Leptolyngbya,,,,15.6
01193500,2016-04-19,15:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,4,110,Gomphonema caperatum,,Gomphonema caperatum,Diatoms of the United States,,,4,1.50195E-05,1,76595,1302,taxon average,Academy of Natural Sciences of Drexel University,ANSP,37513,Species,Gomphonema caperatum,Ponader and Potapova,Gomphonema caperatum Ponader and Potapova,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema caperatum,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Achnanthidium altergracillima,AHalterg,Achnanthidium altergracillima,PonaderandPotap2007 Pl 4 Fig 1-10,1012,,9,0.000015444,3,214445,42.75160004,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1012,Species,Achnanthidium altergracillima,(Lange-Bertalot) Round and Bukhtiyarova,Achnanthidium altergracillima (Lange-Bertalot) Round and Bukhtiyarova,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium altergracillima,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Achnanthidium deflexum,Ahdeflex,Achnanthidium deflexum,PotapovaandPonader2004 Figs 51-71,1038,,11,0.000015444,4,262099,74.67968167,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1038,Species,Achnanthidium deflexum,(Reimer) Kingston,Achnanthidium deflexum (Reimer) Kingston,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium deflexum,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Gomphonema parvulum,GOparvul,Gomphonema parvulum,KandL-B 2/4 Pl 76 Fig 1-7,37010,,1,0.000015444,0,23827,224.3324525,taxon average,Academy of Natural Sciences of Drexel University,ANSP,37010,Species,Gomphonema parvulum,(KŸtzing) KŸtzing,Gomphonema parvulum (KŸtzing) KŸtzing,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema parvulum,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Brachysira microcephala,BRmicroc,Brachysira microcephala,Lange-B and Moser 1994 Pl 5 Fig 1-35 Pl 17 Fig 7-11 Pl 32 Fig,18013,,1,0.000015444,0,23827,118.3207365,taxon average,Academy of Natural Sciences of Drexel University,ANSP,18013,Species,Brachysira microcephala,(KŸtzing) Compre,Brachysira microcephala (KŸtzing) Compre,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira microcephala,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Fragilaria capucina var. gracilis,FRcapgra,Fragilaria capucina var. gracilis,KandL-B 2/3 Pl 110 Fig 8-12,34098,,38,0.000015444,14,905432,79.40501872,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34098,Variety,Fragilaria capucina var. gracilis,(¯strup) Hustedt,Fragilaria capucina var. gracilis (¯strup) Hustedt,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria capucina,Fragilaria capucina var. gracilis,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Achnanthidium rivulare,Ahrivula,Achnanthidium rivulare,PotapovaandPonader2004 Fig 1-18,1036,,281,0.000015444,103,6695435,51.59938145,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1036,Species,Achnanthidium rivulare,Potapova and Ponader,Achnanthidium rivulare Potapova and Ponader,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium rivulare,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Achnanthidium latecephalum,Ahlatece,Achnanthidium latecephalum,PonaderandPotap2007 Pl 4 Fig 11-20,1032,,4,0.000015444,1,95309,30.24625,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1032,Species,Achnanthidium latecephalum,Kobayashi,Achnanthidium latecephalum Kobayashi,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium latecephalum,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Navicula lanceolata,NAlancel,Navicula lanceolata,Lange-Bertalot 2001 Pl 39 Fig 15-22,46859,,2,0.000015444,1,47654,1724.98925,taxon average,Academy of Natural Sciences of Drexel University,ANSP,46859,Species,Navicula lanceolata,(Agardh) KŸtzing,Navicula lanceolata (Agardh) KŸtzing,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula lanceolata,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Fragilaria vaucheriae,FRvauche,Fragilaria vaucheriae,KandL-B 2/3 Pl 108 Fig 10-15,34030,,2,0.000015444,1,47654,198.657243,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34030,Species,Fragilaria vaucheriae,(KŸtzing) Petersen,Fragilaria vaucheriae (KŸtzing) Petersen,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria vaucheriae,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Encyonema silesiacum,ECsilesi,Encyonema silesiacum,Krammer 1997 T1 Pl 4 Fig 1-18 Pl 7 Fig 1 2 6-19,110005,,2,0.000015444,1,47654,736.0244515,taxon average,Academy of Natural Sciences of Drexel University,ANSP,110005,Species,Encyonema silesiacum,(Bleisch) Mann,Encyonema silesiacum (Bleisch) Mann,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema silesiacum,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Gomphonema caperatum,,Gomphonema caperatum,Diatoms of the United States,,,4,0.000015444,1,95309,1302,taxon average,Academy of Natural Sciences of Drexel University,ANSP,37513,Species,Gomphonema caperatum,Ponader and Potapova,Gomphonema caperatum Ponader and Potapova,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema caperatum,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Fragilaria perminuta,FRpermin,Fragilaria capucina var. perminuta,KandL-B 2/3 Pl 109 Fig 1-5,34155,,11,0.000015444,4,262099,252.8407052,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34155,Species,Fragilaria perminuta,(Grunow) Lange-Bertalot,Fragilaria perminuta (Grunow) Lange-Bertalot,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria perminuta,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Tapinothrix janthina,TAPjanth,Tapinothrix janthina,Johansen etal 2011 Fig 2 a-f,,667,,0.000015444,667,43188293,11.82153875,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1708004,Species,Tapinothrix janthina,(Bornet and Flahault) Starmach,Tapinothrix janthina (Bornet and Flahault) Starmach,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Pseudanabaenaceae,Homoeothrix,Tapinothrix janthina,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Fragilaria sepes,FRsepes,Fragilaria sepes,KandL-B 2/3 Pl 114 Fig 9-11,34212,,21,0.000015444,8,500371,552.5012983,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34212,Species,Fragilaria sepes,Ehrenberg,Fragilaria sepes Ehrenberg,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria sepes,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Nitzschia paleacea,NIpaleac,Nitzschia paleacea,KandL-B 2/2 Pl 81 Fig 1-7,48165,,2,0.000015444,1,47654,54.24108104,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48165,Species,Nitzschia paleacea,Grunow,Nitzschia paleacea Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia paleacea,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Tabellaria flocculosa,TAfloccu,Tabellaria flocculosa,KandL-B 2/3 Pl 106 Fig 1-10,67004,,3,0.000015444,1,71482,1561.901237,taxon average,Academy of Natural Sciences of Drexel University,ANSP,67004,Species,Tabellaria flocculosa,(Roth) KŸtzing,Tabellaria flocculosa (Roth) KŸtzing,D,Diatom,Heterokontophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria,Tabellaria flocculosa,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Phormidium,PHO,Phormidium sp.,,890025,291,,0.000015444,291,18842269,83.02083104,taxon average,Academy of Natural Sciences of Drexel University,ANSP,890025,Genus,Phormidium,,Phormidium,N,Blue-Green Algae,Cyanophyta,Myxophyceae,Oscillatoriales,Phormidiaceae,Phormidium,,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Platessa stewartii,,Platessa stewartii,Diatoms of the United States,,,1,0.000015444,0,23827,131.6880508,taxon average,Academy of Natural Sciences of Drexel University,ANSP,2508010,Species,Platessa stewartii,(Patrick) Potapova,Platessa stewartii (Patrick) Potapova,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Platessa,Platessa stewartii,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Fragilaria capucina,FRcapuci,Fragilaria capucina,KandL-B 2/3 Pl 108 Fig 1-8,34006,,2,0.000015444,1,47654,515.786199,taxon average,Academy of Natural Sciences of Drexel University,ANSP,34006,Species,Fragilaria capucina,Desmazires,Fragilaria capucina Desmazires,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria capucina,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Navicula cryptotenella,NAcryten,Navicula cryptotenella,Lange-Bertalot 2001 Pl 26 Fig 17-23,46527,,2,0.000015444,1,47654,204.8975926,taxon average,Academy of Natural Sciences of Drexel University,ANSP,46527,Species,Navicula cryptotenella,Lange-Bertalot,Navicula cryptotenella Lange-Bertalot,D,Diatom,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula cryptotenella,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Undetermined Cyanophyte,,Unknown Cyanophyte (colonial coccoid),,948033,28,,0.000015444,28,1813002,5588.299892,taxon average,Academy of Natural Sciences of Drexel University,ANSP,948033,Class,Myxophyceae,,Myxophyceae,N,Blue-Green Algae,Cyanophyta,Myxophyceae,,,,,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Ulnaria ulna,ULulna,Ulnaria ulna,PandR 1966 Pl 7 Fig 1-2,245001,,11,0.000015444,4,262099,693.8625,taxon average,Academy of Natural Sciences of Drexel University,ANSP,245001,Species,Ulnaria ulna,(Nitzsch) CompŽre,Ulnaria ulna (Nitzsch) CompŽre,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria ulna,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Gongrosira,GOG,Gongrosira sp.,,401000,6,,0.000015444,6,388500,1212.758649,taxon average,Academy of Natural Sciences of Drexel University,ANSP,401000,Genus,Gongrosira,,Gongrosira,N,Green Algae,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Gongrosira,,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Achnanthidium jackii,ACjack,Achnanthidium jackii,KandL-B 2/4 Pl 32 Fig 31-41,,,8,0.000015444,3,190617,61.16790476,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1057,Species,Achnanthidium jackii,Rabenhorst,Achnanthidium jackii Rabenhorst,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium jackii,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Meridion circulare var. constrictum,MDcircon,Meridion circulare var. constrictum,PandR 1966 Pl 2 Fig 16,45002,,2,0.000015444,1,47654,771.5534779,taxon average,Academy of Natural Sciences of Drexel University,ANSP,45002,Variety,Meridion circulare var. constrictum,(Ralfs) Van Heurck,Meridion circulare var. constrictum (Ralfs) Van Heurck,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Meridion,Meridion circulare,Meridion circulare var. constrictum,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Ulnaria acus,ULacus,Ulnaria acus,KandL-B 2/3 Pl 122 Fig 11-13,245005,,5,0.000015444,2,119136,2189.216471,taxon average,Academy of Natural Sciences of Drexel University,ANSP,245005,Species,Ulnaria acus,(KŸtzing) Aboal,Ulnaria acus (KŸtzing) Aboal,D,Diatom,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria acus,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Cymbella subturgidula,Cmsubtur,Cymbella subturgidula,Krammer 2002 P 44 Fig 19-21,23814,,2,0.000015444,1,47654,464.9148337,taxon average,Academy of Natural Sciences of Drexel University,ANSP,23814,Species,Cymbella subturgidula,Krammer,Cymbella subturgidula Krammer,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella subturgidula,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Achnanthidium minutissimum,AHminuti,Achnanthidium minutissimum,KandL-B 2/4 Pl 32 Fig 1-9,1010,,175,0.000015444,64,4169755,35.52477702,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1010,Species,Achnanthidium minutissimum,(KŸtzing) Czarnecki,Achnanthidium minutissimum (KŸtzing) Czarnecki,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium minutissimum,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Staurastrum orbiculare,STAobicl,Staurastrum orbiculare,Prescott 1982 Pl 330 Fig 3 and Pl 331 Figs 15-16,538004,1,,0.000015444,1,64750,53550.74401,taxon average,Academy of Natural Sciences of Drexel University,ANSP,538004,Species,Staurastrum orbiculare,(Ehrenberg) Ralfs,Staurastrum orbiculare (Ehrenberg) Ralfs,N,Green Algae,Chlorophyta,Chlorophyceae,Zygnematales,Desmidiaceae,Staurastrum,Staurastrum orbiculare,,,15.6
01193500,2016-05-19,10:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,5,140,Achnanthidium pyrenaicum,AHpyrena,Achnanthidium pyrenaicum,KandL-B 2/4 Pl 36 Fig 1-18,1023,,6,0.000015444,2,142963,84.26373691,taxon average,Academy of Natural Sciences of Drexel University,ANSP,1023,Species,Achnanthidium pyrenaicum,(Hustedt) Kobayashi,Achnanthidium pyrenaicum (Hustedt) Kobayashi,D,Diatom,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium pyrenaicum,,,15.6
01193500,2016-06-15,12:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,6,167,Gomphonema parvulum,GOparvul,Gomphonema parvulum,KandL-B 2/4 Pl 76 Fig 1-7,37010,,2,1.01088E-05,1,70777,224.3324525,taxon average,Academy of Natural Sciences of Drexel University,ANSP,37010,Species,Gomphonema parvulum,(KŸtzing) KŸtzing,Gomphonema parvulum (KŸtzing) KŸtzing,D,Diatom,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema parvulum,,,15.6
01193500,2016-06-15,12:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,6,167,Nitzschia frustulum,NIfrustu,Nitzschia frustulum,KandL-B 2/2 Pl 68 Fig 1-8,48013,,1,1.01088E-05,0,35389,52.11740302,taxon average,Academy of Natural Sciences of Drexel University,ANSP,48013,Species,Nitzschia frustulum,(KŸtzing) Grunow,Nitzschia frustulum (KŸtzing) Grunow,D,Diatom,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia frustulum,,,15.6
01193500,2016-06-15,12:00,APER,"SALMON RIVER NEAR EAST HAMPTON, CT",2016,6,167,Scenedesmus ecornis,SCEecorn,Scenedesmus ecornis,Uherkovich 1966 Taf IV: 84-109,510002,4,,1.01088E-05,4,395695,36.87526785,taxon average,Academy of Natural Sciences of Drexel University,ANSP,510002,Species,Scenedesmus ecornis,(Ralfs) Chodat,Scenedesmus ecornis (Ralfs) Chodat,N,Green Algae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,Scenedesmus ecornis,,,15.6
